category,image,price,name
 Cakes for Girls,http://www.justbake.in/userfiles/AK05-Rabbit-At-Party.jpg,850,RabbitatParty*
 Cakes for Girls,http://www.justbake.in/userfiles/AK06-Baby-Dinos.jpg,750,BabyDinos
 Cakes for Girls,http://www.justbake.in/userfiles/AK07-Bunny-&-Carrot.jpg,750,Bunny Carrot
 Cakes for Girls,http://www.justbake.in/userfiles/AK08-Butterfly.jpg,750,Butterfly Flower
 Cakes for Girls,http://www.justbake.in/userfiles/AK09-In-the-Grasslands.jpg,750,IntheGrasslands
 Cakes for Girls,http://www.justbake.in/userfiles/AK10-Mr-Horton.jpg,750,Mr.Horton
 Cakes for Girls,http://www.justbake.in/userfiles/AK11-Panda.jpg,750,Panda
 Cakes for Girls,http://www.justbake.in/userfiles/AK12-Piggy.jpg,750,Piggy
 Cakes for Girls,http://www.justbake.in/userfiles/AK13-Polka-Dots-2kg.jpg,750,PolkaDotsAK13
 Cakes for Girls,http://www.justbake.in/userfiles/AK14-Cat.jpg,750,Cat
 Cakes for Girls,http://www.justbake.in/userfiles/AK15-Hatching-Egg.jpg,750,HatchingEgg
 Cakes for Girls,http://www.justbake.in/userfiles/AK16-Hidding-Mice.jpg,750,HiddingMice
 Cakes for Girls,http://www.justbake.in/userfiles/AK17-Horse-Icing.jpg,750,HorseIcing
 Cakes for Girls,http://www.justbake.in/userfiles/AK18-Big-Yellow-Cat.jpg,750,BigYellowCat
 Cakes for Girls,http://www.justbake.in/userfiles/AK19-Jungle-King.jpg,750,JungleKing
 Cakes for Girls,http://www.justbake.in/userfiles/AK20--Jungle-Party.jpg,750,JungleParty
 Cakes for Girls,http://www.justbake.in/userfiles/AK21-Rabbit-in-Icing.jpg,750,RabbitInIcing
 Cakes for Girls,http://www.justbake.in/userfiles/AK22-Dino.jpg,750,Dino
 Cakes for Girls,http://www.justbake.in/userfiles/AK23-Jumbo.jpg,750,Jumbo
 Cakes for Girls,http://www.justbake.in/userfiles/AK24-Land-&-Water.jpg,750,Land Water
 Cakes for Girls,http://www.justbake.in/userfiles/AK25-Monkey.jpg,750,Monkey
 Cakes for Girls,http://www.justbake.in/userfiles/AK26-Starry-Jungle.jpg,750,StarryJungle
 Cakes for Girls,http://www.justbake.in/userfiles/RW01-CH-Batman.jpg,850,CH Batman*
 Cakes for Girls,http://www.justbake.in/userfiles/RW02-CH-Chota-Bheem.jpg,850,CH ChotaBheem*
 Cakes for Girls,http://www.justbake.in/userfiles/RW03-CH-Doremon.jpg,850,CH Doraemon*
 Cakes for Girls,http://www.justbake.in/userfiles/RW04-CH-Superman.jpg,850,CH Spiderman*
 Cakes for Girls,http://www.justbake.in/userfiles/RW05-Thumbelina-On-Flower.jpg,850,ThumbelinaOnFlower*
 Cakes for Girls,http://www.justbake.in/userfiles/RW06-Angry-Birds-Fondant.jpg,850,AngryBirdsFondant*
 Cakes for Girls,http://www.justbake.in/userfiles/RW07-Kung-Fu-Panda.jpg,850,KungFuPanda*
 Cakes for Girls,http://www.justbake.in/userfiles/RW08-Oogy-&-Cocroaches.jpg,850,Oogy Cockroaches*
 Cakes for Girls,http://www.justbake.in/userfiles/RW09-Pegga-Pig-Family.jpg,850,PeggaPigFamily*
 Cakes for Girls,http://www.justbake.in/userfiles/RW10-Pegga-Pig.jpg,850,PeggaPig*
 Cakes for Girls,http://www.justbake.in/userfiles/RW11-Pooh-And-Friends.jpg,850,Pooh and Friends*
 Cakes for Girls,http://www.justbake.in/userfiles/RW12-Smurfs.jpg,850,Smurfs*
 Cakes for Girls,http://www.justbake.in/userfiles/RW13-Chutki-Icing.jpg,850,ChutkiIcing*
 Cakes for Girls,http://www.justbake.in/userfiles/RW14-Fascinating-World.jpg,850,FascinatingWorld*
 Cakes for Girls,http://www.justbake.in/userfiles/RW15-Mickey-Club-House.jpg,850,MickeyClubHouse*
 Cakes for Girls,http://www.justbake.in/userfiles/RW16-Angry-Bird-Face.jpg,850,AngryBirdFace*
 Cakes for Girls,http://www.justbake.in/userfiles/RW17-Spiderman-With-Web.jpg,850,SpidermanwithWeb*
 Cakes for Girls,http://www.justbake.in/userfiles/RW18-Ironman-Face.jpg,850,IronmanFace*
 Cakes for Girls,http://www.justbake.in/userfiles/RW19-My-SuperHeros.jpg,850,MySuperHeros*
 Cakes for Girls,http://www.justbake.in/userfiles/RW20-Ninja.jpg,850,Ninja*
 Cakes for Girls,http://www.justbake.in/userfiles/RW21-Santa-Icing.jpg,850,SantaIcing*
 Cakes for Girls,http://www.justbake.in/userfiles/RW22-Spiderman-On-Move.jpg,850,SpidermanOnMove*
 Cakes for Girls,http://www.justbake.in/userfiles/RW23-Angry-Birds-in-A-Row.jpg,750,AngryBirdsinRow
 Cakes for Girls,http://www.justbake.in/userfiles/RW24-Chhota-Bheem-Face.jpg,750,ChotaBheemFace
 Cakes for Girls,http://www.justbake.in/userfiles/RW25-Girl-With-Braids.jpg,750,GirlwithBraids
 Cakes for Girls,http://www.justbake.in/userfiles/RW27-Hulk.jpg,750,Hulk
 Cakes for Girls,http://www.justbake.in/userfiles/RW28-Mickey.jpg,750,Mickey
 Cakes for Girls,http://www.justbake.in/userfiles/RW29-Minnie.jpg,750,Minnie
 Cakes for Girls,http://www.justbake.in/userfiles/RW30-Mr-Bean.jpg,750,Mr.Bean
 Cakes for Girls,http://www.justbake.in/userfiles/RW31-Pirate-Fun.jpg,750,PirateFun
 Cakes for Girls,http://www.justbake.in/userfiles/RW32-Ready-Steady-Action.jpg,750,ReadySteadyAction
 Cakes for Girls,http://www.justbake.in/userfiles/RW33-Angry-Bird-Icing.jpg,750,AngryBirdIcing
 Cakes for Girls,http://www.justbake.in/userfiles/RW34-Angry-Birds-And-Team.jpg,750,AngryBirds and Team
 Cakes for Girls,http://www.justbake.in/userfiles/RW35-Angry-Birds-Ready-For-Action.jpg,750,AngryBirdsReadyforAc .. 
 Cakes for Girls,http://www.justbake.in/userfiles/RW36-Ben-10-Icing.jpg,750,Ben10Icing
 Cakes for Girls,http://www.justbake.in/userfiles/RW37-Donal-Duck-Icing.jpg,750,DonaldDuckIcing
 Cakes for Girls,http://www.justbake.in/userfiles/RW38-Doraemon-Icing.jpg,750,DoraemonIcing
 Cakes for Girls,http://www.justbake.in/userfiles/RW39-Mickey-Icing.jpg,750,MickeyIcing
 Cakes for Girls,http://www.justbake.in/userfiles/RW40-Mougli-Icing.jpg,750,Mougli
 Cakes for Girls,http://www.justbake.in/userfiles/RW41-Nemo-Icing.jpg,750,NemoIcing
 Cakes for Girls,http://www.justbake.in/userfiles/RW42-Angry-Bird-In-Game.jpg,750,AngryBirdsinGame
 Cakes for Girls,http://www.justbake.in/userfiles/RW43-Pirate-Ship.jpg,750,PirateShip
 Cakes for Occasions ,http://www.justbake.in/userfiles/HC01-Egg-Nest.jpg,850,EggNest
 Cakes for Occasions ,http://www.justbake.in/userfiles/HC02-Boat-House.jpg,850,BoatHouse
 Cakes for Occasions ,http://www.justbake.in/userfiles/HC03-Tree-Nest.jpg,850,TreeNest
 Cakes for Occasions ,http://www.justbake.in/userfiles/HC04-Farm-House.jpg,850,FarmHouse
 Cakes for Occasions ,http://www.justbake.in/userfiles/HC05-Mushroom-House.jpg,850,MushroomHouse
 Cakes for Occasions ,http://www.justbake.in/userfiles/HC06-My-Village-Home.jpg,850,MyVillageHome
 Cakes for Occasions ,http://www.justbake.in/userfiles/HC07-Small-Igloo.jpg,850,SmallIgloo
 Cakes for Occasions ,http://www.justbake.in/userfiles/HC08-Blue-Castle.jpg,850,BlueCastle
 Cakes for Occasions ,http://www.justbake.in/userfiles/DE01-Bouquet.jpg,900,Bouquet
 Cakes for Occasions ,http://www.justbake.in/userfiles/DE02-Chocolate-Fantasy.jpg,900,ChocolateFantasy
 Cakes for Occasions ,http://www.justbake.in/userfiles/DE03-Chocolate-Heart.jpg,900,ChocolateHeart
 Cakes for Occasions ,http://www.justbake.in/userfiles/DE04-Floral-Elegance.jpg,900,FloralElegance
 Cakes for Occasions ,http://www.justbake.in/userfiles/DE05-Floral-Twirls.jpg,900,FloralTwirls
 Cakes for Occasions ,http://www.justbake.in/userfiles/DE06-Frill-&-Flowers.jpg,900,Frill Flowers
 Cakes for Occasions ,http://www.justbake.in/userfiles/DE07-Heart-of-Roses.jpg,900,HeartofRoses
 Cakes for Occasions ,http://www.justbake.in/userfiles/DE08-Love-Around.jpg,900,LoveAround
 Cakes for Occasions ,http://www.justbake.in/userfiles/DE09-LV.jpg,900,LV
 Cakes for Occasions ,http://www.justbake.in/userfiles/DE10-Red-Heart.jpg,900,RedHeart
 Cakes for Occasions ,http://www.justbake.in/userfiles/DE11Shellsw56887.jpg,900,Shells
 Cakes for Occasions ,http://www.justbake.in/userfiles/DE12-Stain-Glass-Design.jpg,900,StainGlassDesign
 Cakes for Occasions ,http://www.justbake.in/userfiles/DE13-Stream-of-Hearts.jpg,900,StreamOfHearts
 Cakes for Occasions ,http://www.justbake.in/userfiles/DE14-White-Elegance.jpg,900,WhiteElegance
 Cakes for Occasions ,http://www.justbake.in/userfiles/DE15-White-Fantasy.jpg,900,WhiteFantasy
 Cakes for Occasions ,http://www.justbake.in/userfiles/DE16-Basket-of-Colourful-Flowers-2kg.jpg,900,BasketofColourfulFlo .. 
 Cakes for Occasions ,http://www.justbake.in/userfiles/DE17-Cane-Basket-With-Roses-2kg.jpg,900,CaneBasketWithRoses
 Cakes for Occasions ,http://www.justbake.in/userfiles/DE18-Chocolate-Bouquet-2kg.jpg,900,ChocolateBouquet
 Cakes for Occasions ,http://www.justbake.in/userfiles/DE19-Green-Bouquet-2-kg.jpg,900,GreenBouquet
 Cakes for Occasions ,http://www.justbake.in/userfiles/DE20-Pink-Bouquet-2kg.jpg,900,PinkBouquet
 Cakes for Occasions ,http://www.justbake.in/userfiles/3D01-Black-Handbag.jpg,850,BlackHandbag*
 Cakes for Occasions ,http://www.justbake.in/userfiles/3D02-Stylish-Handbag-2kg.jpg,850,StylishHandbag*
 Cakes for Occasions ,http://www.justbake.in/userfiles/3D03-Candy-Crush.jpg,850,CandyCrush*
 Cakes for Occasions ,http://www.justbake.in/userfiles/3D04-Cupcake-Cake.jpg,850,CupcakeCake*
 Cakes for Occasions ,http://www.justbake.in/userfiles/3D05-For-Your-Princess.jpg,850,ForYourPrincess*
 Cakes for Occasions ,http://www.justbake.in/userfiles/3D06-LV-Bag.jpg,850,LVBag*
 Cakes for Occasions ,http://www.justbake.in/userfiles/3D07-Red-&-White-Gift-Box.JPG,850,Red WhiteGiftBoxes*
 Cakes for Occasions ,http://www.justbake.in/userfiles/3D08-Treasure-Chest.jpg,850,TreasureChest*
 Cakes for Occasions ,http://www.justbake.in/userfiles/3D09-Money-Cake.jpg,850,MoneyCake*
 Cakes for Occasions ,http://www.justbake.in/userfiles/3D10-Convocation.jpg,850,Convocation*
 Cakes for Occasions ,http://www.justbake.in/userfiles/3D11-Purple-Box.jpg,750,PurpleBox
 Cakes for Occasions ,http://www.justbake.in/userfiles/3D12-Smiley.jpg,750,Smiley
 Cakes for Occasions ,http://www.justbake.in/userfiles/3D13-White-Flower-Basket.jpg,750,WhiteFlowerBasket
 Cakes for Occasions ,http://www.justbake.in/userfiles/3D14-Beer-Bottle.jpg,750,BeerBottle
 Cakes for Occasions ,http://www.justbake.in/userfiles/3D15-Beer-Over-Flow.jpg,750,BeerOverFlow
 Cakes for Occasions ,http://www.justbake.in/userfiles/3D16-Black-Label.jpg,750,BlackLabel
 Cakes for Occasions ,http://www.justbake.in/userfiles/3D17-Bliss.jpg,750,Bliss
 Cakes for Occasions ,http://www.justbake.in/userfiles/3D18-Champagne.jpg,750,Champagne
 Cakes for Occasions ,http://www.justbake.in/userfiles/3D19-Glenfiddich.jpg,750,Glenfiddch
 Cakes for Occasions ,http://www.justbake.in/userfiles/3D20-Jack-Daniels.jpg,750,JackDaniel
 Cakes for Occasions ,http://www.justbake.in/userfiles/3D21-New-Chapter-Book.jpg,750,NewChapterBook
 Cakes for Occasions ,http://www.justbake.in/userfiles/3D22-Old-Monk.jpg,750,OldMonk
 Cakes for Occasions ,http://www.justbake.in/userfiles/3D23-Pink-Box.jpg,750,PinkBox
 Cakes for Occasions ,http://www.justbake.in/userfiles/3D24-Pumpkin.jpg,750,Pumpkin
 Cakes for Occasions ,http://www.justbake.in/userfiles/3D25-Signature.jpg,750,Signature
 Cakes for Occasions ,http://www.justbake.in/userfiles/3D26-Sutter-Home.jpg,750,SutterHome
 Cakes for Occasions ,http://www.justbake.in/userfiles/3D27-Yellow-Gift-Box.jpg,750,YellowGift
 Cakes for Occasions ,http://www.justbake.in/userfiles/3D28-Bliss2.jpg,750,Bliss2
 Cakes for Occasions ,http://www.justbake.in/userfiles/3D29-Gift-Boxes.jpg,750,GiftBoxes
 Cakes for Occasions ,http://www.justbake.in/userfiles/GM01-Steamy-Night.jpg,1000,SteamyNight
 Cakes for Occasions ,http://www.justbake.in/userfiles/GM02-Naughty-Couple.jpg,1000,NaughtyCouple
 Cakes for Occasions ,http://www.justbake.in/userfiles/GM03-RED-Lips.jpg,1000,REDLips
 Cakes for Occasions ,http://www.justbake.in/userfiles/GM04-Under-Covers.jpg,1000,UnderCovers
 Cakes for Occasions ,http://www.justbake.in/userfiles/GM05-Cockroach.jpg,1000,Cockroach
 Cakes for Occasions ,http://www.justbake.in/userfiles/GM06-Bug.jpg,1000,Bug
 Cakes for Occasions ,http://www.justbake.in/userfiles/NM01-Catepillar.jpg,800,Catepillar*
 Cakes for Occasions ,http://www.justbake.in/userfiles/NM02-Rosey-16.jpg,800,Rosey16*
 Cakes for Occasions ,http://www.justbake.in/userfiles/NM03-Starry-16.jpg,800,Starry16*
 Cakes for Occasions ,http://www.justbake.in/userfiles/NM04-Sweet-16.jpg,800,Sweet16*
 Cakes for Occasions ,http://www.justbake.in/userfiles/NM05-3D-Number-2-Pit-Stop.jpg,800,3DNumber2PitStop*
 Cakes for Occasions ,http://www.justbake.in/userfiles/NM06-3D-Number-1-Tower.jpg,800,3DNumber1Tower*
 Cakes for Occasions ,http://www.justbake.in/userfiles/NM07-3D-Number-4-McQueen.jpg,800,3DNumber4McQueen*
 Cakes for Occasions ,http://www.justbake.in/userfiles/NM08-Chuck-Chuck-Train.jpg,800,ChuckChuckTrain*
 Cakes for Occasions ,http://www.justbake.in/userfiles/NM09-Eligible-21.jpg,700,Eligible21
 Cakes for Occasions ,http://www.justbake.in/userfiles/NM10PolkaDots72266.jpg,700,PolkaDots
 Cakes for Occasions ,http://www.justbake.in/userfiles/NM11-3D-Number-25.jpg,700,3DNumber25
 Cakes for Occasions ,http://www.justbake.in/userfiles/WC01-Bonding-Hearts.jpg,850,BondingHearts*
 Cakes for Occasions ,http://www.justbake.in/userfiles/WC02-Ring.jpg,850,Ring*
 Cakes for Occasions ,http://www.justbake.in/userfiles/WC03-Lets-Unite.jpg,850,LetsUnite*
 Cakes for Occasions ,http://www.justbake.in/userfiles/WC04-Red-Lace.jpg,850,RedLace*
 Cakes for Occasions ,http://www.justbake.in/userfiles/WC05-Purple-And-White.jpg,850,Purple and White*
 Cakes for Occasions ,http://www.justbake.in/userfiles/WC06-Valley-Flowers.jpg,850,ValleyFlowers*
 Cakes for Occasions ,http://www.justbake.in/userfiles/WC07-Man-And-Wife.jpg,850,Man and Wife*
 Cakes for Occasions ,http://www.justbake.in/userfiles/WC08-Blue-&-White.jpg,850,Blue and White*
 Cakes for Occasions ,http://www.justbake.in/userfiles/WC09-Purple-Frill.jpg,850,PurpleFrill*
 Cakes for Occasions ,http://www.justbake.in/userfiles/WC10-Chocolate-Wedding.jpg,750,ChocolateWedding
 Cakes for Occasions ,http://www.justbake.in/userfiles/WC11-Pink-Shower.jpg,750,PinkShower
 Cakes for Occasions ,http://www.justbake.in/userfiles/WC12-Dripping-Love-And-Flowers-4kg.jpg,750,DrippingLove and Flo .. 
 Cakes for Occasions ,http://www.justbake.in/userfiles/WC13-Floral-Top.jpg,750,FloralTop
 Cakes for Occasions ,http://www.justbake.in/userfiles/WC14-Flowing-Pink-Flowers.jpg,750,FlowingPinkFlowers
 Cakes for Occasions ,http://www.justbake.in/userfiles/WC15-Fruit-Baskets.jpg,750,FruitBaskets
 Cakes for Occasions ,http://www.justbake.in/userfiles/WC16-Mellow-Flowers.jpg,750,MellowFlowers
 Cakes for Occasions ,http://www.justbake.in/userfiles/WC17-Musical-Couple.jpg,750,MusicalCouple
 Cakes for Occasions ,http://www.justbake.in/userfiles/WC18-Pearls.jpg,750,Pearls
 Cakes for Occasions ,http://www.justbake.in/userfiles/WC19-2-Step-Cake.jpg,750,2StepCake
 Cakes for Occasions ,http://www.justbake.in/userfiles/WC20-Carnations.jpg,750,Carnations
 Cakes for Occasions ,http://www.justbake.in/userfiles/WC21-Glamour-Yellow.jpg,750,GlamourYellow
 Cakes for Occasions ,http://www.justbake.in/userfiles/AN01-Love-Pool.jpg,850,LovePool*
 Cakes for Occasions ,http://www.justbake.in/userfiles/AN02-Red-Roses.jpg,850,RedRoses*
 Cakes for Occasions ,http://www.justbake.in/userfiles/AN03-Celebrate.jpg,750,Celebrate
 Cakes for Occasions ,http://www.justbake.in/userfiles/AN04-Chocolate-Heart.jpg,750,ChocolateHeart
 Cakes for Occasions ,http://www.justbake.in/userfiles/AN05-Classic-Yellow.jpg,750,ClassicYellow
 Cakes for Occasions ,http://www.justbake.in/userfiles/AN06-Chocolate-Fence-And-Balls.jpg,890,ChocolateFence Balls
 Cakes for Occasions ,http://www.justbake.in/userfiles/AN07-Gems-And-Kat.jpg,890,Gems KitKat
 Cakes for Occasions ,http://www.justbake.in/userfiles/AN08-Dreamy-Heart.jpg,750,DreamyHeart
 Cakes for Occasions ,http://www.justbake.in/userfiles/AN09-Love-In-Hearts.JPG,750,LoveinHearts
 Cakes for Occasions ,http://www.justbake.in/userfiles/AN10-Pink-Heart.jpg,750,PinkHeart
 Cakes for Occasions ,http://www.justbake.in/userfiles/AN11-Water-Lilies.jpg,750,WaterLilies
 Cakes for Occasions ,http://www.justbake.in/userfiles/AN12-Angel-Heart.jpg,750,AngelHeart
 Cakes for Occasions ,http://www.justbake.in/userfiles/AN13-Classic-Chocolate.jpg,750,ClassicChocolate
 Cakes for Occasions ,http://www.justbake.in/userfiles/AN14-Infinite-Love.jpg,750,InfiniteLove
 Cakes for Occasions ,http://www.justbake.in/userfiles/AN15-Majestic-Flowers.jpg,750,MajesticFlowers
 Cakes for Occasions ,http://www.justbake.in/userfiles/AN16-Purple-Bow.jpg,750,PurpleBow
 Cakes for Occasions ,http://www.justbake.in/userfiles/AN17-Veiled-Heart.jpg,750,VieledHearts
 Cakes for Occasions ,http://www.justbake.in/userfiles/AN18-Black-And-White.jpg,750,Black White
 Cakes for Occasions ,http://www.justbake.in/userfiles/AN19-Key-To-Heart.jpg,750,KeytotheHeart
 Cakes for Occasions ,http://www.justbake.in/userfiles/AN20-Flower-Stream.jpg,750,FlowerStream
 Cakes for Occasions ,http://www.justbake.in/userfiles/BS01-Baby-Shower.jpg,800,BabyShower
 Cakes for Occasions ,http://www.justbake.in/userfiles/BS02-Butterfly-And-Flowers.jpg,800,Butterfly Flowers
 Cakes for Occasions ,http://www.justbake.in/userfiles/BS03-Welcome-Angel.jpg,800,WelcomeAngel
 Cakes for Occasions ,http://www.justbake.in/userfiles/BS04-Accessory-Basket.jpg,800,AccessoryBasket
 Cakes for Occasions ,http://www.justbake.in/userfiles/BS05-Baby-on-Moon.jpg,800,BabyonMoon
 Cakes for Occasions ,http://www.justbake.in/userfiles/BS06-Baby-Pink-Preparation.jpg,800,BabyPinkPreparation
 Cakes for Occasions ,http://www.justbake.in/userfiles/BS07-Welcome-Sunshine.jpg,800,WelcomeSunshine
 Cakes for Occasions ,http://www.justbake.in/userfiles/BS08-White-Angel.jpg,800,WhiteAngel
 Special at Just Bake ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_RV.jpg,900,Red Velvet Cake 1Kg
 Special at Just Bake ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_RV.jpg,550,Red Velvet Cake 500g
 Special at Just Bake ,http://www.justbake.in/userfiles/friends4ever156995.jpeg,400,Friendship Day Speci .. 
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_BF.jpg,650,Black Forest 1Kg
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_SS.jpg,750,Sumptuous Strawberry .. 
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_CC.jpg,750,Classic Chips 1Kg
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_RR.jpg,800,Rusty Rasberry 1Kg
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_NIA.jpg,850,Nutty Indulgence  Al .. 
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_FI.jpg,700,Fudgy Indulgence 1Kg
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_MM.jpg,700,Mocha Magic 1Kg
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_PP.jpg,650,Pure Punch 1Kg
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_TTjpg.jpg,800,Tempting Temptations .. 
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_NIW.jpg,800,Nutty Indulgence Wal .. 
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_DBC.jpg,750,Dark Brown Cake
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_GD.jpg,750,German Divinity 1Kg
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_IC.jpg,700,Irish Coffee 1Kg
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_PE.jpg,700,Pure Ecstasy 1Kg
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_WF.jpg,800,White Forest 1Kg
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_BlackC.jpg,700,Black Currant 1Kg
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_BG.jpg,750,Blueberry Gateaux 1K .. 
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_Bsc.jpg,650,Butter Scotch 1Kg
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_FFG.jpg,800,Fresh Fruit Gateaux  .. 
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_FOTF.jpg,750,Fruit Of Forest 1Kg
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_LG.jpg,750,Litchi Gateaux 1Kg
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_MG.jpg,700,Mango Gateaux 1Kg
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_PinG.jpg,650,Pineapple Gateaux 1K .. 
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_SG.jpg,700,Strawberry Gateaux 1 .. 
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_PandA.jpg,800,Peach and Apricot Ga .. 
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_RandR.jpg,750,Rum and Raisin 1Kg
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_WOS.jpg,700,Whiskey On Sponge 1K .. 
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_CCO.jpg,900,Choco Coffee Orange  .. 
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_CH.jpg,950,Choco Hazelnut 1Kg
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_UC.jpg,950,Ultimate Chocolate 1 .. 
 Signature Cakes ,http://www.justbake.in/userfiles/Apple.jpg,550,Apple Gateaux 1Kg
 Signature Cakes ,http://www.justbake.in/userfiles/Chocolate-Creme.jpg,550,Auburn Creme Gateaux .. 
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_BlackC.jpg,425,Black Currant 500g
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_BF.jpg,400,Black Forest 500g
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_BG.jpg,450,Blueberry Gateaux 50 .. 
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_Bsc.jpg,400,Butter Scotch 500g
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_SS.jpg,450,Sumptuous Strawberry .. 
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_CC.jpg,450,Classic Chips 500g
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_RR.jpg,475,Rusty Rasberry 500g
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_NIA.jpg,500,Nutty Indulgence  Al .. 
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_FI.jpg,425,Fudgy Indulgence 500 .. 
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_MM.jpg,425,Mocha Magic 500g
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_PP.jpg,400,Pure Punch 500g
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_TTjpg.jpg,475,Tempting Temptations .. 
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_NIW.jpg,475,Nutty Indulgence  Wa .. 
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_DBC.jpg,450,Dark Brown Cake 500g
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_FFG.jpg,475,Fresh Fruit Gateaux  .. 
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_FOTF.jpg,450,Fruit Of Forest 500g
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_GD.jpg,450,German Divinity  500 .. 
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_IC.jpg,425,Irish Coffee  500g
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_LG.jpg,450,Litchi Gateaux 500g
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_MG.jpg,425,Mango Gateaux  500g
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_PinG.jpg,400,Pineapple Gateaux  5 .. 
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_PE.jpg,425,Pure Ecstasy  500g
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_RandR.jpg,450,Rum and Raisin  500g
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_SG.jpg,425,Strawberry Gateaux   .. 
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_WOS.jpg,425,Whiskey On Sponge 50 .. 
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_WF.jpg,475,White Forest  500g
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_PandA.jpg,475,Peach and Apricot Ga .. 
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_CCO.jpg,525,Choco Coffee Orange  .. 
 Signature Cakes ,http://www.justbake.in/userfiles/20151110_WebsiteTemplate_CH.jpg,550,Choco Hazelnut 500g
